name|interests:LString
User-409470|Topic-70,Topic-78
User-217062|Topic-41
User-112582|Topic-54
User-195320|Topic-41,Topic-46,Topic-62
User-206447|Topic-20,Topic-31
User-708018|Topic-82
User-832729|Topic-70,Topic-100,Topic-96}
User-448280|Topic-62,Topic-5,Topic-84
User-949287|Topic-1,Topic-83,Topic-100
User-82723|Topic-96,Topic-20
User-184726|Topic-49,Topic-9
User-86228|Topic-50,Topic-55
User-561434|Topic-75,Topic-78
User-987102|Topic-25,Topic-18
User-256340|Topic-64,Topic-35
User-882622|Topic-96,Topic-68
User-550819|Topic-63,Topic-68
User-812835|Topic-86,Topic-15,Topic-74
User-507741|Topic-87,Topic-35,Topic-42
User-726349|Topic-97,Topic-95,Topic-37
User-896568|Topic-50
User-968182|Topic-97
User-589936|Topic-91
User-636379|Topic-60
User-55719|Topic-26,Topic-9
User-530925|Topic-64,Topic-96,Topic-36
User-410131|Topic-90
User-94529|Topic-65,Topic-96
User-60058|Topic-39,Topic-4,Topic-48
User-320161|Topic-54,Topic-52,Topic-94
User-937673|Topic-22,Topic-19,Topic-21
User-483249|Topic-11,Topic-53
User-178155|Topic-81,Topic-14
User-640785|Topic-34
User-335691|Topic-43
User-837262|Topic-66,Topic-43,Topic-17
User-74614|Topic-100
User-108368|Topic-75,Topic-34
User-176617|Topic-25,Topic-69
User-393279|Topic-34,Topic-80,Topic-50
User-553325|Topic-24,Topic-37
User-700810|Topic-96
User-463355|Topic-91,Topic-90
User-158261|Topic-83,Topic-40,Topic-31
User-157697|Topic-47,Topic-19
User-784543|Topic-20,Topic-73,Topic-69
User-620891|Topic-53
User-453304|Topic-21,Topic-63,Topic-25
User-147646|Topic-65
User-610840|Topic-88,Topic-32,Topic-57
User-409662|Topic-33
User-830012|Topic-18
User-773928|Topic-36,Topic-9
User-203166|Topic-59,Topic-56
User-477911|Topic-68,Topic-18
User-524354|Topic-49,Topic-26,Topic-90
User-694573|Topic-16
User-309251|Topic-15
User-901062|Topic-97
User-217722|Topic-71,Topic-15
User-387941|Topic-50,Topic-39,Topic-12
User-219281|Topic-42
User-811092|Topic-34,Topic-76,Topic-18
User-844999|Topic-55
User-127752|Topic-82
User-973206|Topic-84,Topic-94,Topic-54
User-448940|Topic-81,Topic-70
User-668112|Topic-29,Topic-44
User-667548|Topic-29,Topic-56
User-302001|Topic-5,Topic-77
User-245917|Topic-56
User-803008|Topic-79
User-301437|Topic-46,Topic-87,Topic-44
User-166562|Topic-59,Topic-35,Topic-33
User-68064|Topic-72,Topic-14,Topic-6
User-165998|Topic-2,Topic-45
User-819102|Topic-78,Topic-76,Topic-77
User-281254|Topic-9
User-988757|Topic-91
User-543270|Topic-38,Topic-15,Topic-16
User-739183|Topic-29,Topic-64,Topic-10
User-57449|Topic-71,Topic-49,Topic-96
User-211467|Topic-18,Topic-83
User-532655|Topic-93,Topic-34,Topic-78
User-728568|Topic-15,Topic-87,Topic-96
User-898787|Topic-75
User-351330|Topic-78,Topic-98,Topic-21
User-993096|Topic-17
User-139537|Topic-57,Topic-51
User-260796|Topic-21,Topic-39
User-686464|Topic-27
User-37555|Topic-97,Topic-1
User-766404|Topic-60,Topic-22
User-675849|Topic-87,Topic-40
User-708674|Topic-12
User-426275|Topic-52
User-9839|Topic-20,Topic-98,Topic-19
User-811309|Topic-37,Topic-38
User-506215|Topic-16,Topic-92
User-320821|Topic-69,Topic-22
User-826839|Topic-20
User-962587|Topic-80,Topic-33
User-747484|Topic-4,Topic-36,Topic-39
User-808483|Topic-97
User-649409|Topic-36
User-806945|Topic-52,Topic-84
User-420630|Topic-13,Topic-46,Topic-33
User-183175|Topic-43,Topic-18
User-881071|Topic-61,Topic-68,Topic-75
User-12990|Topic-98
User-434576|Topic-57
User-197731|Topic-20
User-811284|Topic-73,Topic-44,Topic-88
User-243200|Topic-73,Topic-77,Topic-49
User-242636|Topic-78,Topic-3,Topic-24
User-668304|Topic-51,Topic-86
User-163281|Topic-29,Topic-22,Topic-28
User-669299|Topic-6,Topic-37,Topic-83
User-54168|Topic-7,Topic-89
User-473854|Topic-71,Topic-28
User-281446|Topic-52
User-850562|Topic-65,Topic-59
User-303656|Topic-71
User-729324|Topic-59,Topic-14,Topic-84
User-191476|Topic-80
User-543930|Topic-56
User-898979|Topic-33,Topic-7
User-844016|Topic-43,Topic-17,Topic-32
User-263090|Topic-93
User-764097|Topic-4,Topic-84,Topic-7
User-92004|Topic-31,Topic-89
User-453960|Topic-75,Topic-71,Topic-68
User-261552|Topic-3
User-993756|Topic-87
User-175066|Topic-86,Topic-50,Topic-88
User-251501|Topic-59,Topic-8
User-250937|Topic-92,Topic-79,Topic-63
User-470109|Topic-81,Topic-15
User-165015|Topic-57,Topic-12,Topic-71
User-604950|Topic-84,Topic-7
User-824122|Topic-30
User-322551|Topic-60,Topic-8,Topic-61
User-73084|Topic-35,Topic-21,Topic-71
User-823558|Topic-7,Topic-55
User-492770|Topic-84,Topic-42,Topic-89
User-688683|Topic-76
User-62469|Topic-72
User-165036|Topic-37,Topic-13,Topic-49
User-232581|Topic-34
User-451189|Topic-52,Topic-36
User-236086|Topic-93
User-862368|Topic-11,Topic-60,Topic-96
User-531129|Topic-96,Topic-87,Topic-13
User-145121|Topic-35
User-771403|Topic-59,Topic-69
User-724|Topic-36
User-465745|Topic-40,Topic-26,Topic-44
User-602179|Topic-30,Topic-11
User-772398|Topic-26
User-386390|Topic-70,Topic-34
User-601205|Topic-17,Topic-91
User-680869|Topic-16,Topic-96,Topic-29
User-375775|Topic-60,Topic-20,Topic-15
User-786954|Topic-44,Topic-9,Topic-94
User-36029|Topic-77,Topic-94,Topic-67
User-752483|Topic-36,Topic-7,Topic-45
User-537380|Topic-78,Topic-58
User-832423|Topic-65
User-369229|Topic-72,Topic-41,Topic-96
User-205577|Topic-76,Topic-52
User-831859|Topic-92,Topic-40
User-526765|Topic-74,Topic-9,Topic-37
User-903473|Topic-90,Topic-24,Topic-92
User-439305|Topic-3,Topic-31,Topic-22
User-436795|Topic-18,Topic-17,Topic-59
User-598909|Topic-47
User-654429|Topic-57,Topic-86
User-152858|Topic-87,Topic-59
User-349335|Topic-45,Topic-63,Topic-55
User-975617|Topic-99,Topic-7
User-506871|Topic-20
User-669959|Topic-56
User-224472|Topic-10,Topic-25
User-726043|Topic-82,Topic-59
User-304412|Topic-93,Topic-45
User-388145|Topic-51
User-579989|Topic-92
User-956697|Topic-40,Topic-92
User-459195|Topic-57,Topic-78,Topic-52
User-94202|Topic-17,Topic-2,Topic-6
User-754238|Topic-20,Topic-56
User-368230|Topic-39
User-911774|Topic-19
User-263750|Topic-15,Topic-47
User-400184|Topic-81,Topic-61,Topic-95
User-126418|Topic-77,Topic-52,Topic-99
User-825288|Topic-82,Topic-20,Topic-7
User-447606|Topic-55,Topic-72,Topic-77
User-824314|Topic-94
User-519220|Topic-13
User-177285|Topic-37,Topic-87
User-39966|Topic-94
User-107498|Topic-65,Topic-3
User-429250|Topic-90
User-428686|Topic-44,Topic-59,Topic-35
User-749874|Topic-72,Topic-70,Topic-82
User-723729|Topic-34,Topic-71,Topic-95
User-969046|Topic-8
User-805394|Topic-96,Topic-90
User-2643|Topic-60,Topic-56
User-542404|Topic-3
User-748900|Topic-59,Topic-36,Topic-29
User-237310|Topic-95
User-260005|Topic-24,Topic-64
User-964998|Topic-35,Topic-81,Topic-71
User-969067|Topic-67,Topic-18,Topic-38
User-196180|Topic-42,Topic-49,Topic-85
User-170035|Topic-70,Topic-57,Topic-12
User-877538|Topic-60,Topic-6,Topic-5
User-581214|Topic-100,Topic-60
User-490659|Topic-6,Topic-60,Topic-7
User-729980|Topic-7,Topic-95,Topic-44
User-949152|Topic-76,Topic-10,Topic-39
User-844672|Topic-25
User-101853|Topic-10,Topic-77
User-321025|Topic-36,Topic-96
User-185586|Topic-53
User-87088|Topic-86,Topic-30
User-562294|Topic-68,Topic-89,Topic-58
User-656159|Topic-46,Topic-41,Topic-86
User-551679|Topic-48,Topic-86,Topic-34
User-165671|Topic-77
User-791953|Topic-62,Topic-7
User-623293|Topic-62
User-576850|Topic-5
User-796022|Topic-76,Topic-18
User-550705|Topic-19,Topic-2,Topic-34
User-245611|Topic-26
User-349527|Topic-44,Topic-92
User-301131|Topic-80,Topic-10,Topic-14
User-464219|Topic-83,Topic-50
User-159125|Topic-24
User-621755|Topic-10
User-791974|Topic-23,Topic-74
User-316661|Topic-21
User-486880|Topic-30,Topic-77
User-611704|Topic-20,Topic-1
User-57143|Topic-53,Topic-60,Topic-61
User-56579|Topic-33,Topic-68,Topic-92
User-695437|Topic-43,Topic-36
User-531785|Topic-39
User-226691|Topic-90
User-852973|Topic-9,Topic-81,Topic-71
User-445299|Topic-57,Topic-39
User-767051|Topic-93
User-388805|Topic-99,Topic-48,Topic-94
User-525239|Topic-96,Topic-72
User-139231|Topic-42,Topic-81,Topic-54
User-765513|Topic-15,Topic-51
User-400376|Topic-16,Topic-91
User-483114|Topic-6,Topic-34
User-505324|Topic-44
User-674979|Topic-94
User-75474|Topic-21,Topic-8,Topic-1
User-483135|Topic-62,Topic-35,Topic-91
User-996731|Topic-42,Topic-25,Topic-92
User-178041|Topic-94,Topic-24
User-369885|Topic-52,Topic-21,Topic-68
User-550680|Topic-33,Topic-96,Topic-24
User-746593|Topic-77
User-630620|Topic-69,Topic-72
User-324962|Topic-7
User-75495|Topic-8,Topic-9,Topic-16
User-826533|Topic-18
User-825969|Topic-81,Topic-73
User-544134|Topic-81,Topic-21,Topic-83
User-239040|Topic-18
User-429910|Topic-84,Topic-46,Topic-49
User-237502|Topic-41
User-735999|Topic-96,Topic-57
User-454164|Topic-73
User-147532|Topic-38
User-773814|Topic-75
User-49034|Topic-49
User-146968|Topic-74
User-468720|Topic-36
User-524240|Topic-23,Topic-41
User-969727|Topic-58
User-687328|Topic-63,Topic-94,Topic-29
User-136917|Topic-37,Topic-7,Topic-43
User-218582|Topic-54,Topic-76
User-38419|Topic-14
User-513625|Topic-92,Topic-61,Topic-67
User-597358|Topic-25
User-754894|Topic-96,Topic-80,Topic-48
User-974066|Topic-88,Topic-68
User-207988|Topic-72,Topic-29
User-748348|Topic-62
User-905884|Topic-74,Topic-72
User-988622|Topic-66,Topic-4,Topic-77
User-1117|Topic-71,Topic-23
User-656819|Topic-71,Topic-89,Topic-7
User-818424|Topic-34
User-281140|Topic-56,Topic-35
User-898652|Topic-71,Topic-92,Topic-50
User-190585|Topic-70,Topic-78
User-807809|Topic-42,Topic-18
User-352190|Topic-57,Topic-87,Topic-64
User-695629|Topic-4,Topic-44
User-728454|Topic-60,Topic-53,Topic-21
User-184039|Topic-10,Topic-44,Topic-22
User-751149|Topic-6,Topic-77,Topic-99
User-446055|Topic-97
User-717839|Topic-67,Topic-84
User-340601|Topic-33
User-22931|Topic-52,Topic-37,Topic-35
User-128808|Topic-26,Topic-24
User-96613|Topic-95,Topic-3
User-401600|Topic-14
User-507075|Topic-74,Topic-25,Topic-66
User-790427|Topic-79,Topic-2
User-321681|Topic-65
User-485333|Topic-36
User-415546|Topic-13
User-862041|Topic-60,Topic-21
User-61599|Topic-39,Topic-14
User-178701|Topic-83,Topic-32,Topic-67
User-315135|Topic-12
User-77693|Topic-90,Topic-94
User-360491|Topic-11,Topic-88
User-393825|Topic-72,Topic-11,Topic-37
User-851447|Topic-3
User-183040|Topic-25,Topic-62,Topic-51
User-159781|Topic-1
User-923061|Topic-22
User-239721|Topic-39,Topic-91,Topic-46
User-262416|Topic-76
User-583604|Topic-7
User-334030|Topic-2
User-198591|Topic-46
User-910908|Topic-61,Topic-32
User-172446|Topic-55,Topic-34
User-605814|Topic-9
User-879949|Topic-32,Topic-81
User-525895|Topic-39
User-244060|Topic-14,Topic-28
User-243496|Topic-54,Topic-44,Topic-72
User-870342|Topic-23,Topic-34
User-88504|Topic-27,Topic-93
User-563710|Topic-13
User-700144|Topic-79,Topic-13
User-231907|Topic-73,Topic-27
User-303521|Topic-77,Topic-14,Topic-90
User-473740|Topic-86,Topic-30
User-692348|Topic-27,Topic-96
User-387254|Topic-20
User-69584|Topic-51,Topic-23,Topic-97
User-43439|Topic-81,Topic-66,Topic-94
User-798433|Topic-23
User-544790|Topic-36,Topic-23
User-213551|Topic-81,Topic-67,Topic-82
User-212987|Topic-66,Topic-82
User-624730|Topic-62,Topic-33,Topic-13
User-217056|Topic-69
User-843338|Topic-73,Topic-69,Topic-12
User-538244|Topic-60
User-82249|Topic-61
User-251797|Topic-75
User-753368|Topic-6,Topic-84,Topic-54
User-448274|Topic-32
User-164337|Topic-85
User-767924|Topic-37,Topic-94,Topic-59
User-814367|Topic-19,Topic-92
User-518350|Topic-100
User-311822|Topic-75
User-812829|Topic-50
User-507735|Topic-59
User-677954|Topic-48,Topic-98,Topic-92
User-395555|Topic-67,Topic-6
User-772263|Topic-13,Topic-28,Topic-12
User-771699|Topic-78,Topic-24,Topic-6
User-968176|Topic-18,Topic-4
User-225357|Topic-15,Topic-91
User-1773|Topic-32,Topic-36
User-738953|Topic-95,Topic-67,Topic-71
User-851639|Topic-39,Topic-25
User-340049|Topic-88,Topic-7,Topic-75
User-602065|Topic-59,Topic-61,Topic-26
User-580323|Topic-13,Topic-78,Topic-80
User-833283|Topic-15,Topic-76
User-184695|Topic-95,Topic-21
User-149943|Topic-40,Topic-61,Topic-96
User-369115|Topic-70,Topic-30
User-526651|Topic-4
User-689739|Topic-85
User-745259|Topic-34,Topic-75
User-641343|Topic-94,Topic-18
User-735208|Topic-56,Topic-5,Topic-72
User-987092|Topic-34
User-599769|Topic-30,Topic-96
User-806258|Topic-92,Topic-88,Topic-15
User-976477|Topic-48,Topic-35,Topic-63
User-871997|Topic-34,Topic-5,Topic-39
User-669845|Topic-20
User-889017|Topic-51,Topic-54,Topic-96
User-716288|Topic-42,Topic-96
User-283530|Topic-37,Topic-94
User-21380|Topic-23,Topic-79
User-315791|Topic-15
User-409656|Topic-4,Topic-56
User-113332|Topic-13
User-193560|Topic-72,Topic-89,Topic-16
User-95062|Topic-31,Topic-10,Topic-47
User-192996|Topic-63
User-94498|Topic-9,Topic-96,Topic-46
User-197065|Topic-25
User-945968|Topic-15,Topic-72,Topic-14
User-400070|Topic-49,Topic-39,Topic-25
User-563158|Topic-12
User-82909|Topic-63
User-471629|Topic-4,Topic-35,Topic-76
User-814559|Topic-83,Topic-36,Topic-1
User-64553|Topic-56
User-63989|Topic-64
User-166556|Topic-39,Topic-24
User-792838|Topic-57
User-68058|Topic-6,Topic-60
User-543264|Topic-72
User-238170|Topic-28,Topic-85
User-864452|Topic-32,Topic-49
User-417957|Topic-9,Topic-46,Topic-5
User-637129|Topic-90,Topic-32,Topic-27
User-532649|Topic-90
User-227555|Topic-97,Topic-18
User-557820|Topic-34,Topic-93
User-604263|Topic-25,Topic-89
User-774482|Topic-10
User-467850|Topic-81,Topic-8
User-490545|Topic-69,Topic-74
User-185451|Topic-24,Topic-21,Topic-57
User-687022|Topic-47,Topic-58
User-184887|Topic-78,Topic-65,Topic-3
User-686458|Topic-39,Topic-72
User-37549|Topic-100
User-264827|Topic-82,Topic-66
User-230356|Topic-15
User-833943|Topic-96,Topic-54
User-394029|Topic-44,Topic-63
User-76359|Topic-35,Topic-18
User-244912|Topic-6,Topic-56,Topic-71
User-989290|Topic-59,Topic-28,Topic-3
User-551565|Topic-55
User-246471|Topic-40
User-465079|Topic-53
User-819092|Topic-27,Topic-59,Topic-71
User-154942|Topic-37,Topic-54,Topic-76
User-159011|Topic-4
User-612564|Topic-4,Topic-49,Topic-5
User-158447|Topic-89,Topic-87,Topic-46
User-696297|Topic-13
User-305932|Topic-31
User-807503|Topic-38,Topic-37
User-806939|Topic-52,Topic-25,Topic-24
User-525104|Topic-48,Topic-33,Topic-76
User-694759|Topic-80,Topic-27,Topic-6
User-389665|Topic-45
User-684708|Topic-1
User-766373|Topic-34
User-215962|Topic-8
User-435134|Topic-7,Topic-40
User-129476|Topic-97
User-755758|Topic-67,Topic-95,Topic-70
User-506184|Topic-77,Topic-34,Topic-63
User-128502|Topic-54,Topic-18
User-917363|Topic-67,Topic-16
User-997591|Topic-67,Topic-69,Topic-25
User-755779|Topic-85
User-369771|Topic-94
User-827393|Topic-97,Topic-64
User-282004|Topic-58,Topic-74,Topic-5
User-989507|Topic-68
User-735864|Topic-2,Topic-97,Topic-22
User-815804|Topic-88,Topic-84,Topic-10
User-533405|Topic-75,Topic-16
User-729318|Topic-79
User-227747|Topic-3,Topic-18,Topic-87
User-397966|Topic-82
User-899537|Topic-26,Topic-32,Topic-63
User-910113|Topic-29,Topic-32
User-148392|Topic-94,Topic-92
User-774674|Topic-1
User-469580|Topic-8,Topic-14
User-263084|Topic-54
User-688188|Topic-86,Topic-68
User-39279|Topic-30,Topic-40,Topic-2
User-687214|Topic-91
User-514485|Topic-91
User-582734|Topic-48,Topic-73,Topic-14
User-38305|Topic-41,Topic-9
User-333160|Topic-52,Topic-85,Topic-26
User-207853|Topic-45,Topic-26,Topic-48
User-709424|Topic-12,Topic-50,Topic-4
User-427025|Topic-39,Topic-67,Topic-20
User-492764|Topic-17,Topic-84,Topic-26
User-748213|Topic-8,Topic-57
User-187670|Topic-9
User-89172|Topic-67
User-989482|Topic-39,Topic-100
User-19385|Topic-64,Topic-28,Topic-50
User-748234|Topic-86,Topic-38,Topic-42
User-657679|Topic-64
User-930471|Topic-66,Topic-74
User-1003|Topic-92
User-809233|Topic-37,Topic-18
User-101166|Topic-3,Topic-86
User-808669|Topic-20
User-190471|Topic-67
User-978888|Topic-46
User-843011|Topic-80,Topic-41
User-81358|Topic-68
User-718699|Topic-61,Topic-34,Topic-89
User-341461|Topic-68,Topic-96
User-958973|Topic-68,Topic-54,Topic-91
User-340897|Topic-34
User-560069|Topic-7,Topic-57,Topic-6
User-13740|Topic-53
User-81379|Topic-60,Topic-25,Topic-18
User-330846|Topic-93,Topic-16,Topic-53
User-550018|Topic-47
User-97473|Topic-67,Topic-79
User-402460|Topic-16
User-470099|Topic-52,Topic-78,Topic-31
User-791287|Topic-47
User-240876|Topic-12,Topic-61
User-486193|Topic-74
User-95935|Topic-5
User-400922|Topic-6
User-315000|Topic-78,Topic-58
User-312490|Topic-53,Topic-89
User-790313|Topic-53,Topic-26,Topic-81
User-484655|Topic-32,Topic-15
User-531098|Topic-5,Topic-40
User-179561|Topic-98
User-153416|Topic-65
User-474604|Topic-37,Topic-88
User-310952|Topic-10,Topic-68,Topic-4
User-530124|Topic-16,Topic-72
User-225030|Topic-23,Topic-41,Topic-42
User-224466|Topic-30
User-388118|Topic-13,Topic-74,Topic-41
User-851312|Topic-90,Topic-23
User-850748|Topic-32
User-394685|Topic-42,Topic-25,Topic-46
User-304406|Topic-25
User-66964|Topic-76,Topic-58
User-388139|Topic-29
User-760778|Topic-86,Topic-36,Topic-95
User-455684|Topic-24,Topic-90,Topic-35
User-263276|Topic-59,Topic-97
User-832392|Topic-23,Topic-87
User-454710|Topic-70
User-911768|Topic-80
User-994506|Topic-76
User-606674|Topic-24,Topic-87
User-689412|Topic-86
User-820803|Topic-5
User-605700|Topic-8,Topic-72,Topic-35
User-323301|Topic-89,Topic-9
User-824308|Topic-10
User-519214|Topic-77
User-689433|Topic-17,Topic-71
User-187862|Topic-43,Topic-52,Topic-81
User-243382|Topic-16,Topic-89
User-598878|Topic-60
User-63219|Topic-37,Topic-88
User-678818|Topic-36,Topic-98
User-232767|Topic-32,Topic-54,Topic-77
User-598899|Topic-21
User-304381|Topic-56
User-930663|Topic-24,Topic-42,Topic-70
User-44299|Topic-72,Topic-39,Topic-57
User-773148|Topic-94,Topic-22
User-930684|Topic-34,Topic-71
User-282660|Topic-50,Topic-27,Topic-82
User-844198|Topic-21,Topic-40,Topic-97
User-376525|Topic-46,Topic-70
User-58855|Topic-59,Topic-23
User-753233|Topic-13,Topic-81
User-729974|Topic-17,Topic-22,Topic-36
User-206327|Topic-40,Topic-63
User-832609|Topic-74,Topic-59
User-101847|Topic-48
User-527515|Topic-45
User-904223|Topic-72,Topic-2
User-768784|Topic-59,Topic-79,Topic-71
User-437545|Topic-20,Topic-17
User-814253|Topic-88
User-813689|Topic-85,Topic-39,Topic-52
User-380931|Topic-43
User-508595|Topic-77,Topic-68
User-829783|Topic-69
User-803638|Topic-45
User-507621|Topic-74
User-120742|Topic-48
User-290961|Topic-59,Topic-35,Topic-58
User-581183|Topic-70,Topic-64
User-957447|Topic-48,Topic-78
User-91878|Topic-70,Topic-72,Topic-92
User-264500|Topic-8,Topic-48,Topic-46
User-570589|Topic-17,Topic-28,Topic-24
User-996257|Topic-88
User-184581|Topic-31,Topic-36
User-76032|Topic-26,Topic-63
User-173966|Topic-85,Topic-13
User-516896|Topic-13
User-75468|Topic-81,Topic-95,Topic-64
User-736068|Topic-91
User-550674|Topic-87,Topic-9
User-245580|Topic-99
User-871862|Topic-14,Topic-73,Topic-38
User-630614|Topic-100,Topic-18
User-429436|Topic-93,Topic-3,Topic-27
User-324956|Topic-46,Topic-70,Topic-56
User-544128|Topic-34
User-806144|Topic-95
User-871883|Topic-70,Topic-30,Topic-43
User-284390|Topic-81
User-785397|Topic-78,Topic-21,Topic-23
User-611694|Topic-96
User-932882|Topic-4,Topic-40,Topic-16
User-272801|Topic-57
User-49028|Topic-70
User-773808|Topic-70,Topic-72,Topic-89
User-491409|Topic-59
User-468714|Topic-81,Topic-47,Topic-82
User-524234|Topic-31,Topic-46,Topic-37
User-192882|Topic-51,Topic-75
User-94384|Topic-9
User-845422|Topic-42,Topic-83,Topic-85
User-343851|Topic-57,Topic-59
User-563023|Topic-59,Topic-99
User-102603|Topic-24,Topic-63,Topic-18
User-84333|Topic-79,Topic-78
User-83769|Topic-93,Topic-80
User-186336|Topic-82,Topic-93
User-343872|Topic-14,Topic-72,Topic-85
User-754888|Topic-36,Topic-1,Topic-35
User-563044|Topic-67
User-472489|Topic-61,Topic-73,Topic-13
User-257386|Topic-100,Topic-9,Topic-68
User-448820|Topic-66
User-634094|Topic-20,Topic-49
User-552429|Topic-74,Topic-88
User-166421|Topic-52,Topic-65
User-792703|Topic-35,Topic-90
User-624043|Topic-3,Topic-72,Topic-5
User-793698|Topic-23,Topic-35,Topic-42
User-622505|Topic-22,Topic-69
User-317411|Topic-63
User-487630|Topic-9,Topic-28,Topic-51
User-155827|Topic-93,Topic-14,Topic-33
User-57329|Topic-49,Topic-55
User-558680|Topic-84,Topic-53
User-532535|Topic-37,Topic-3,Topic-9
User-227441|Topic-59
User-250136|Topic-14,Topic-50
User-79990|Topic-21
User-853723|Topic-65,Topic-52
User-226877|Topic-75,Topic-73,Topic-34
User-446049|Topic-5,Topic-1,Topic-30
User-603585|Topic-83
User-216826|Topic-38,Topic-16
User-677267|Topic-75,Topic-28
User-174722|Topic-81
User-311156|Topic-27,Topic-16
User-675729|Topic-43,Topic-2
User-507069|Topic-91,Topic-46
User-551430|Topic-46,Topic-32
User-996917|Topic-34
User-747343|Topic-32,Topic-3,Topic-56
User-736728|Topic-74,Topic-36,Topic-88
User-978561|Topic-54,Topic-99
User-977997|Topic-78,Topic-43
User-149256|Topic-91,Topic-15
User-775538|Topic-88
User-611886|Topic-91
User-808363|Topic-19
User-100296|Topic-37,Topic-28
User-306792|Topic-26
User-831058|Topic-14,Topic-43
User-807799|Topic-24,Topic-46,Topic-50
User-147718|Topic-59,Topic-13
User-420510|Topic-62,Topic-24,Topic-64
User-219332|Topic-8,Topic-86
User-378936|Topic-69,Topic-6
User-208717|Topic-38
User-598108|Topic-14,Topic-75
User-12870|Topic-96,Topic-19,Topic-5
User-129362|Topic-55,Topic-82
User-755644|Topic-24,Topic-61,Topic-95
User-449986|Topic-96,Topic-95,Topic-25
User-870336|Topic-70
User-401590|Topic-9,Topic-36
User-669158|Topic-98,Topic-8
User-118747|Topic-46,Topic-42,Topic-61
User-800549|Topic-84,Topic-87
User-563704|Topic-15,Topic-52
User-579188|Topic-50,Topic-26,Topic-36
User-899402|Topic-74
User-816664|Topic-71,Topic-23,Topic-41
User-191335|Topic-88,Topic-20,Topic-45
User-10099|Topic-59
User-898838|Topic-38,Topic-61
User-794922|Topic-5,Topic-7
User-639213|Topic-6,Topic-98,Topic-76
User-342325|Topic-25
User-583594|Topic-70,Topic-83,Topic-37
User-252355|Topic-81,Topic-18,Topic-46
User-959858|Topic-94,Topic-35
User-412401|Topic-19
User-677459|Topic-93,Topic-49
User-186971|Topic-1,Topic-40
User-950251|Topic-22
User-266911|Topic-94,Topic-15
User-322431|Topic-74,Topic-100
User-186992|Topic-2,Topic-19
User-311816|Topic-15,Topic-66,Topic-70
User-176941|Topic-7,Topic-83,Topic-21
User-78443|Topic-24,Topic-36
User-231897|Topic-70
User-395549|Topic-95,Topic-90
User-77879|Topic-9,Topic-80
User-1299|Topic-97,Topic-46,Topic-44
User-772257|Topic-12,Topic-74,Topic-5
User-247991|Topic-42,Topic-37,Topic-2
User-467163|Topic-36,Topic-13,Topic-89
User-546539|Topic-3,Topic-46
User-101052|Topic-52,Topic-27,Topic-31
User-100488|Topic-29
User-786813|Topic-79
User-923247|Topic-8,Topic-53
User-696843|Topic-31
User-833277|Topic-7
User-330732|Topic-89
User-188726|Topic-23,Topic-94
User-140330|Topic-92
User-244246|Topic-72,Topic-56,Topic-80
User-870528|Topic-71
User-847833|Topic-36,Topic-17
User-565434|Topic-89
User-791173|Topic-47,Topic-9,Topic-17
User-610339|Topic-38,Topic-57
User-154276|Topic-22,Topic-82,Topic-18
User-757863|Topic-30,Topic-90
User-780558|Topic-50,Topic-70,Topic-94
User-475464|Topic-95
User-852172|Topic-59,Topic-54
User-473926|Topic-1,Topic-88
User-520369|Topic-14
User-168832|Topic-33,Topic-46
User-305266|Topic-97
User-388004|Topic-75,Topic-49,Topic-65
User-545540|Topic-37
User-213737|Topic-61
User-534925|Topic-31,Topic-29
User-319822|Topic-3,Topic-71
User-911633|Topic-81,Topic-31,Topic-75
User-369084|Topic-18,Topic-76
User-995366|Topic-100,Topic-12,Topic-21}
User-534946|Topic-71,Topic-61
User-754118|Topic-26,Topic-19,Topic-84
User-449024|Topic-6,Topic-90
User-821663|Topic-60,Topic-12
User-606560|Topic-9
User-605996|Topic-97,Topic-78,Topic-87
User-769648|Topic-87,Topic-28
User-825168|Topic-8,Topic-12
User-64079|Topic-46,Topic-41
User-815117|Topic-42
User-860473|Topic-72
User-735198|Topic-94,Topic-96,Topic-89
User-870992|Topic-98
User-396305|Topic-56,Topic-48,Topic-62
User-773013|Topic-59,Topic-15,Topic-61
User-749754|Topic-70
User-226107|Topic-94,Topic-5
User-739703|Topic-91
User-2523|Topic-96,Topic-85,Topic-57
User-361901|Topic-48
User-377385|Topic-17
User-754093|Topic-44,Topic-3,Topic-71
User-101712|Topic-72
User-271931|Topic-5,Topic-42
User-491103|Topic-6,Topic-68
User-207187|Topic-8,Topic-27
User-490539|Topic-87,Topic-39
User-833469|Topic-59,Topic-22
User-185445|Topic-12,Topic-96
User-528375|Topic-4
User-342981|Topic-6
User-436846|Topic-97,Topic-3
User-332930|Topic-4,Topic-75
User-83463|Topic-42,Topic-1
User-82899|Topic-10
User-793371|Topic-79,Topic-45
User-807008|Topic-65,Topic-46,Topic-66
User-246465|Topic-97,Topic-31
User-977227|Topic-55
User-872747|Topic-99,Topic-60,Topic-41
User-508481|Topic-59,Topic-37
User-590348|Topic-50
User-623173|Topic-74,Topic-82,Topic-10
User-717038|Topic-25,Topic-81,Topic-96
User-283716|Topic-9
User-852832|Topic-72,Topic-84
User-11515|Topic-96,Topic-1,Topic-53
User-305926|Topic-40,Topic-2
User-194310|Topic-80,Topic-31,Topic-9
User-193746|Topic-56
User-95248|Topic-13,Topic-76
User-570454|Topic-24
